Material_Name,Curie_Temperature_K,Neel_Temperature_K,Curie_Weiss_Constant,Crystal_Structure,Lattice_Structure,Lattice_Parameters,Space_Group,Coercivity_Oe,Magnetic_Moment_μB_R,Saturation_Magnetization_emu_g,Remanent_Magnetization_emu_g,Magnetic_Susceptibility,DOI,Experimental
Gd3Co11B4,464.0,,,,3114-,"{'a': '5.0805', 'c': '9.8328'}",6,,0.74 μB/Co atom,13.34..,,,10.1016/j.jmmm.2013.10.043,TRUE
La2MnCoO6,226.0,,229,,21,"{'a': '5.522', 'b': '5.483', 'c': '7.769'}",21,,8.12 μB/f.u.,,,,10.1016/j.jmmm.2020.167159,TRUE
La1.5Bi0.5MnCoO6,180.0,,210,,21,"{'a': '5.513', 'b': '5.492', 'c': '7.773'}",21,,7.34 μB/f.u.,,,,10.1016/j.jmmm.2020.167159,TRUE
LaBiMnCoO6,165.0,,185,,21,"{'a': '5.511', 'b': '5.500', 'c': '7.493'}",21,,6.87 μB/f.u.,,,,10.1016/j.jmmm.2020.167159,TRUE
HoCo12B6,147.0,,,,,"{'a': '9.451', 'c': '7.454'}",-3,,"Ho: 8.9 μB, Co (18h): 0.63 μB, Co (18g): 0.14 μB",,,,10.1016/j.jmmm.2018.12.042,TRUE
YCo12B6,150.0,,,,,,-3,,0.42 μB/Co atom,,,,10.1016/j.jmmm.2018.12.042,FALSE
BiFe0.95Co0.05O3,,,74.61,,,"{'a': '5.5747', 'c': '13.8566'}",3,949.65,,01.08,,,10.1016/j.jmmm.2017.10.092,TRUE
BiFe0.9Co0.1O3,,,42.85,,,"{'a': '5.5754', 'c': '13.8556'}",3,17970.57,,2.15,,,10.1016/j.jmmm.2017.10.092,TRUE
BiFe0.8Co0.2O3,,,19.24,,,"{'a': '5.5746', 'c': '13.8532'}",3,14779.74,,2.48,,,10.1016/j.jmmm.2017.10.092,TRUE
BiFe0.7Co0.3O3,,,23.33,,,"{'a': '5.5748', 'c': '13.8540'}",3,15400.30,,8.25,,,10.1016/j.jmmm.2017.10.092,TRUE
Fe73.5Cu1Ta3Si13.5B9,,,,,,{'a': '2.8664'},,1,,,,,10.1016/j.jmmm.2004.07.005,TRUE
La0.7Ca0.3MnO3,235.0,,,,,,,,,,,,10.1016/j.jmmm.2010.04.018,TRUE
La0.7Sr0.3MnO3,292.0,,,,,,-3,,,,,,10.1016/j.jmmm.2010.04.018,TRUE
La0.7Ca0.15Sr0.15MnO3,250.0,,,,,,,,,,,,10.1016/j.jmmm.2010.04.018,TRUE
NiFe2O4,853.0,,,,,"{'a': '8.341', 'b': '8.341', 'c': '8.341'}",-3,,,41,,,10.1016/j.jmmm.2019.165627,TRUE
0.3NiFe2O4–0.7Na0.5Bi0.5TiO3,900.0,,,,,"{'a': '8.341', 'b': '8.341', 'c': '8.341'}",-33,2473.51045640392300156.3,,216.801016.464016.3330014.62,25.63105.50405.223003.64,,10.1016/j.jmmm.2019.165627,TRUE
CeFe1.7Ir0.3Al10,,3.1,,,210-,"{'a': '9.0210', 'b': '10.2310', 'c': '9.0943'}",,,0.07 μB,,,,10.1016/j.jmmm.2022.169370,TRUE
CeRu2Al10,,27.3,,,210-,,,,0.40 μB,,,,10.1016/j.jmmm.2022.169370,FALSE
CeOs2Al10,,28.7,,,210-,,,,0.29 μB,,,,10.1016/j.jmmm.2022.169370,FALSE
BaCu2V2O8,,,1.42,,,"{'a': '12.772', 'c': '8.1485'}",-42,,,,,,10.1016/j.jmmm.2006.03.041,TRUE
Ni2.048Mn1.312In0.64,310.0,,,,,,,,2.04 μB/f.u. at 5 K,,,,10.1016/j.jmmm.2016.01.014,TRUE
CoFeMnSi,778.0,,,21,,"{'a': '5.625', 'b': '5.625', 'c': '5.625'}",4-3216,6.64300,3.11 μB/f.u. at 300 K,,,,10.1016/j.jmmm.2021.168837,TRUE
La0.7Ca0.3Mn0.94Cu0.06O3,157.3,,,,,,,,,,,,10.1016/j.jmmm.2015.05.045,TRUE
La0.7Ca0.3Mn0.94Zn0.06O3,126.1,,,,,,,,,,,,10.1016/j.jmmm.2015.05.045,TRUE
Pr2Pd3Si5,,6.6,-1.34,,235-,"{'a': '9.980', 'b': '11.834', 'c': '5.944'}",,,3.53 μB/Pr,,,,10.1016/j.jmmm.2009.04.007,TRUE
Pr2Ni3Ge5,,8.5,,,,,,,,,,,10.1016/j.jmmm.2009.04.007,FALSE
Pr2Pd3Ge5,,8.3,,,,,,,,,,,10.1016/j.jmmm.2009.04.007,FALSE
Ce2Pd3Si5,,8.0,,,,,,,,,,,10.1016/j.jmmm.2009.04.007,FALSE
Nd1.67Sr0.33NiO4,,,-68-133,-,24-,"{'a': '3.7920', 'b': '5.3642', 'c': '12.4345'}",4,,"5.46 μB, 6.11 μB",,,,10.1016/j.jmmm.2005.11.035,TRUE
Tb3NiSi2,,140.6,139.8,,,"{'a': '1.1313 nm', 'b': '0.4132 nm', 'c': '1.1222 nm'}",,0.055,9.99 μB,,,,10.1016/j.jmmm.2020.166551,TRUE
Dy3NiSi2,,76.6,68.6,,,"{'a': '1.1246 nm', 'b': '0.4118 nm', 'c': '1.1164 nm'}",,,10.87 μB,,,,10.1016/j.jmmm.2020.166551,TRUE
Gd3NiSi2,215.0,,,,,"{'a': '1.1398 nm', 'b': '0.4155 nm', 'c': '1.1310 nm'}",,,,,,,10.1016/j.jmmm.2020.166551,FALSE
NdFeB,585.15,,,,,,,1174.10,,,1.20,,10.1016/j.jmmm.2018.01.070,TRUE
Ni45Cr5Mn37In13,325.0,,,,,{'a': '6.01'},,,,,,,10.1016/j.jmmm.2019.02.086,TRUE
CoCr2O4,98.0,,,,,,3,4324,,9.775,,,10.1016/j.jmmm.2020.167225,TRUE
NiCr2O4,84.0,,,,,,3,19481,,8.175,,,10.1016/j.jmmm.2020.167225,TRUE
CrTiRhAl,385.0,,,--,,{'a': '6.1023'},-43.216,,2 μB,,,,10.1016/j.jmmm.2023.170421,FALSE
NiCoMnAl,583.0,,,,,,,,,,,,10.1016/j.jmmm.2023.170421,FALSE
CoRhMnGe,928.0,,,,,,,,,,,,10.1016/j.jmmm.2023.170421,FALSE
CoRhMnSi,928.0,,,,,,,,,,,,10.1016/j.jmmm.2023.170421,FALSE
Fe2MnSi,,,,21,,{'a': '0.560-0.571 nm'},-3,2.222.241.13,,10.55210.65213.552,0.0220.0420.012,,10.1016/j.jmmm.2018.11.113,TRUE
TbFeCo,433.15,,,,,,,2-7,,,,,10.1016/j.jmmm.2016.10.047,TRUE
TbFeCo,423.15,,,,,,,2-7,,,,,10.1016/j.jmmm.2016.10.047,TRUE
Mg0.95Ti0.05H2,479.098,,,,,"{'a': '4.501', 'b': '4.501', 'c': '3.01'}",42,,1.29169 μB,,,,10.1016/j.jmmm.2016.10.022,FALSE
Mg0.95Cr0.05H2,487.939,,,,,"{'a': '4.501', 'b': '4.501', 'c': '3.01'}",42,,-3.15698 μB,,,,10.1016/j.jmmm.2016.10.022,FALSE
Mg0.95Mn0.05H2,194.797,,,,,"{'a': '4.501', 'b': '4.501', 'c': '3.01'}",42,,4.09134 μB,,,,10.1016/j.jmmm.2016.10.022,FALSE
Mg0.95Co0.05H2,340.168,,,,,"{'a': '4.501', 'b': '4.501', 'c': '3.01'}",42,,-0.93037 μB,,,,10.1016/j.jmmm.2016.10.022,FALSE
Mg0.95Ni0.05H2,220.183,,,,,"{'a': '4.501', 'b': '4.501', 'c': '3.01'}",42,,0.00021 μB,,,,10.1016/j.jmmm.2016.10.022,FALSE
Ce11Pd4In9,18.6,,-9.0,,,,,,0.67 μB per Ce ion,13.7,,,10.1016/j.jmmm.2018.09.104,TRUE
Ce11Ni4In9,16.5,,,,,,,,,,,,10.1016/j.jmmm.2018.09.104,FALSE
Ce11Ru4In9,6.3,,,,,,,,,,,,10.1016/j.jmmm.2018.09.104,FALSE
Mn2FeReO6,520.0,,,,,"{'a': '5.19', 'b': '5.35', 'c': '7.57'}",21,,6.0 μB/cell,,,,10.1016/j.jmmm.2019.165833,FALSE
Mn5.1Ge2.9,296.0,,,88-,,"{'a': '7.184', 'c': '5.053'}",63,,,513,,,10.1016/j.jmmm.2021.168325,TRUE
La0.75Sm0.25Mn2Si2,294.0,405.0,,22-,,"{'a': '4.084', 'c': '10.597'}",,,,,,,10.1016/j.jmmm.2016.12.055,TRUE
CeAl2,,3.85,,15-,,,,,,,,,10.1016/S0304-8853(02)01019-3,TRUE
Ce3Rh4Sn13,,1.6,-19,,,,-3,,2.50 μB/Ce-mol,,,,10.1016/j.jmmm.2006.10.026,TRUE
Pr3Co4Sn13,,,-7.3,,,,-3,,3.56 μB/Pr-mol,,,,10.1016/j.jmmm.2006.10.026,TRUE
Pr3Rh4Sn13,,,-7.1,,,,-3,,3.38 μB/Pr-mol,,,,10.1016/j.jmmm.2006.10.026,TRUE
Sr2CrReO6,635.0,,,,,"{'a': '5.523', 'b': '5.523', 'c': '7.90'}",,1.1,0.8 μB/formula unit,,,,10.1016/j.jmmm.2008.12.029,TRUE
Fe50Cr25V25,700.0,,,2-,2,{'a': '5.779'},216,,3.32 μB/f.u.,,,,10.1016/j.jmmm.2019.165661,TRUE
Fe45Cr30V25,620.0,,,2-,2,{'a': '5.788'},216,,2.95 μB/f.u.,,,,10.1016/j.jmmm.2019.165661,TRUE
Fe40Cr35V25,525.0,,,2-,2,{'a': '5.794'},216,,2.58 μB/f.u.,,,,10.1016/j.jmmm.2019.165661,TRUE
Fe35Cr40V25,415.0,,,2-,2,{'a': '5.803'},216,,2.10 μB/f.u.,,,,10.1016/j.jmmm.2019.165661,TRUE
Fe30Cr45V25,330.0,,,2-,2,{'a': '5.796'},216,,1.52 μB/f.u.,,,,10.1016/j.jmmm.2019.165661,TRUE
Fe25Cr50V25,170.0,,,2-,2,{'a': '5.772'},216,,1.15 μB/f.u.,,,,10.1016/j.jmmm.2019.165661,TRUE
La2NiMnO6,280.0,,,-,,,,,,,,,10.1016/j.jmmm.2006.11.007,TRUE
La0.7Sr0.3MnO3,300.0,,,,,,,,,,,,10.1016/j.jmmm.2006.11.007,TRUE
Al0.2CoFe1.8O4,773.0,,,,,{'a': '8.425'},,0.87,,72.1,,,10.1016/j.jmmm.2004.05.010,TRUE
Ti0.2Co1.2Fe1.6O4,873.0,,,,,{'a': '8.385'},,1.56,,62.6,,,10.1016/j.jmmm.2004.05.010,TRUE
TiFe2O4,,140.0,,,,,,,,,,,10.1016/j.jmmm.2004.05.010,FALSE
CeAgSb2,9.6,,4.81,2-,,"{'a': '4.360', 'c': '10.690'}",4,0.1,2.17 μB,,01.08,1.69106,10.1016/j.jmmm.2020.167442,TRUE
PrAgSb2,,3.2,3.83,2-,,"{'a': '4.341', 'c': '10.644'}",4,,3.30 μB,,,-4.85107,10.1016/j.jmmm.2020.167442,TRUE
NdAgSb2,,3.47,-4.42,2-,,"{'a': '4.329', 'c': '10.610'}",4,,3.23 μB,,,7.05107,10.1016/j.jmmm.2020.167442,TRUE
SmAgSb2,,9.2,-55.51,2-,,"{'a': '4.307', 'c': '10.540'}",4,,0.74 μB,,,1.43106,10.1016/j.jmmm.2020.167442,TRUE
GdAgSb2,,11.0,-11.44,2-,,"{'a': '4.291', 'c': '10.500'}",4,,9.47 μB,,,1.83106,10.1016/j.jmmm.2020.167442,TRUE
TbAgSb2,,14.2,-30.44,2-,,"{'a': '4.280', 'c': '10.460'}",4,,9.08 μB,,,-4.97106,10.1016/j.jmmm.2020.167442,TRUE
DyAgSb2,,10.0,-11.39,2-,,"{'a': '4.275', 'c': '10.450'}",4,,9.66 μB,,,-6.05107,10.1016/j.jmmm.2020.167442,TRUE
HoAgSb2,,6.21,-6.57,2-,,"{'a': '4.267', 'c': '10.420'}",4,,10.58 μB,,,-2.05106,10.1016/j.jmmm.2020.167442,TRUE
ErAgSb2,,5.41,-9.15,2-,,"{'a': '4.255', 'c': '10.396'}",4,,8.51 μB,,,-1.37107,10.1016/j.jmmm.2020.167442,TRUE
CrI3,68.0,,,,,,,,,0.216,,,10.1016/j.jmmm.2021.167772,TRUE
CrBr3,37.0,,,,,,,,,0.256,,,10.1016/j.jmmm.2021.167772,TRUE
CeRhIn5,,3.8,,,,"{'a': '4.652', 'c': '7.542'}",,,0.1–0.2 μB,,,,10.1016/S0304-8853(00)00602-8,TRUE
Ce2RhIn8,,2.8,,,,"{'a': '4.665', 'c': '12.244'}",,,,,,,10.1016/S0304-8853(00)00602-8,TRUE
Co2FeSi,1100.0,,,2,,{'a': '5.615'},,118.85.6,,,,,10.1016/j.jmmm.2018.01.021,TRUE
FeO·Fe2O3,858.0,,,,,,,,,,,,10.1016/j.jmmm.2006.07.038,TRUE
ErCoSn,,4.6,2.38,,-,"{'a': '7.124', 'b': '4.501', 'c': '7.453'}",.62,5.228.14,"8.1 μB/Er at 2 K, 7.9 μB/Er at 4 K",,,,10.1016/j.jmmm.2019.165653,TRUE
HoRhSn,,6.2,,,,,,,,,,,10.1016/j.jmmm.2019.165653,FALSE
TmRhSn,,3.1,,,,,,,,,,,10.1016/j.jmmm.2019.165653,FALSE
TmCuAl,,4.0,,,,,,,,,,,10.1016/j.jmmm.2019.165653,FALSE
HoNiSi,,3.8,,,,,,,,,,,10.1016/j.jmmm.2019.165653,FALSE
ErNiSi,,3.2,,,,,,,,,,,10.1016/j.jmmm.2019.165653,FALSE
HoCuGe,,4.7,,,,,,,,,,,10.1016/j.jmmm.2019.165653,FALSE
HoRhGe,,5.5,,,,,,,,,,,10.1016/j.jmmm.2019.165653,FALSE
DyCuGe,,5.2,,,,,,,,,,,10.1016/j.jmmm.2019.165653,FALSE
Ni46Mn22Ga24Co4Cu4,373.0,,,,,"{'a': '3.89', 'b': '3.89', 'c': '6.43'}",,,,,,,10.1016/j.jmmm.2022.170225,TRUE
Nd0.67Sr0.33MnO3,275.0,,,,,"{'a': '5.4679', 'b': '5.4367', 'c': '7.6743'}",,,,,,,10.1016/j.jmmm.2018.09.124,TRUE
Nd0.67Sr0.33MnO3,242.0,,,,,"{'a': '5.4590', 'b': '5.4491', 'c': '7.6798'}",,,,,,,10.1016/j.jmmm.2018.09.124,TRUE
La0.67Sr0.33MnO3,348.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
La0.7Sr0.25MnO3,328.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
La0.65Ba0.15MnO3,288.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
La0.6Ca0.15Ba0.2MnO3,202.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
La0.6Ca0.2Ba0.15MnO3,295.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
La0.8MnO3,275.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
La0.8Na0.05MnO3,260.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
Nd0.67Sr0.33MnO3,232.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
Nd0.67Sr0.33MnO3,66.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
Nd0.63Sr0.37MnO3,300.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
Pr0.52Sr0.48MnO3,275.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
Pr0.6Sr0.2MnO3,276.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
Pr0.53Sr0.3MnO3,286.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,FALSE
Nd0.50Sr0.33MnO3,275.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,TRUE
Nd0.50Sr0.33MnO3,222.0,,,,,,,,,,,,10.1016/j.jmmm.2018.09.124,TRUE
La0.65Ba0.3Na0.05MnO3,310.0,,324.38,,,"{'a': '5.527', 'b': '5.527', 'c': '13.487'}",3,,3.22 μB,3.22,,,10.1016/j.jmmm.2009.05.002,TRUE
La0.65Ba0.3Ag0.05MnO3,300.0,,319.46,,,"{'a': '5.532', 'b': '5.532', 'c': '13.478'}",3,,3.24 μB,3.15,,,10.1016/j.jmmm.2009.05.002,TRUE
La0.65Ba0.3K0.05MnO3,290.0,,313.54,,,"{'a': '5.538', 'b': '5.538', 'c': '13.477'}",3,,2.98 μB,03.07,,,10.1016/j.jmmm.2009.05.002,TRUE
AlC1.1Fe3,292.0,,,,,{'a': '0.37802 nm'},-3,,0.97 μB/Fe,,,,10.1016/j.jmmm.2012.05.022,TRUE
Mn2FeAl,,40.0,-905,,-,{'a': '0.637 nm'},4132,,,,,,10.1016/j.jmmm.2019.01.088,TRUE
La2NiMnO6,150.0,,,,,"{'a': '5.5199', 'b': '5.5382', 'c': '7.7381'}",21,0.50,"1.5496 μB/f.u. (Ni), 3.0360 μB/f.u. (Mn)",1.41..,0.78..,,10.1016/j.jmmm.2021.167770,TRUE
Mn1.05Fe0.9P0.5Si0.5,275.0,,,,2-,"{'a': '6.027', 'b': '6.027', 'c': '3.4886'}",62,,,,,,10.1016/j.jmmm.2023.170696,TRUE
Mn1.05Fe0.9P0.5Si0.49Mg0.01,279.0,,,,2-,"{'a': '6.0323', 'b': '6.0323', 'c': '3.4817'}",62,,,,,,10.1016/j.jmmm.2023.170696,TRUE
Mn1.05Fe0.9P0.5Si0.48Mg0.02,319.0,,,,2-,"{'a': '6.049', 'b': '6.049', 'c': '3.4806'}",62,,,,,,10.1016/j.jmmm.2023.170696,TRUE
Mn1.05Fe0.9P0.5Si0.47Mg0.03,352.0,,,,2-,"{'a': '6.047', 'b': '6.047', 'c': '3.4846'}",62,,,,,,10.1016/j.jmmm.2023.170696,TRUE
Cu3Se2,,50.0,120,,,,,,,,,,10.1016/S0304-8853(01)00138-X,TRUE
RuSr2GdCu2O8,,132.0,,,4,,4,,,,,,10.1016/j.jmmm.2005.04.022,TRUE
La0.7Sr0.3Mn0.7Fe0.3O3,170.0,,,,3,"{'a': '5.509', 'b': '5.509', 'c': '13.326'}",3,,,,,,10.1016/j.jmmm.2015.06.046,TRUE
La0.7Sr0.3Mn0.7Cr0.3O3,240.0,,,,3,"{'a': '5.489', 'b': '5.489', 'c': '13.286'}",3,,"{'μ_y': '±0.6 μB', 'μ_z': '1.7 μB'}",,,,10.1016/j.jmmm.2015.06.046,TRUE
La0.7Sr0.3Mn0.85Ga0.15O3,215.0,,,,,,,,,,,,10.1016/j.jmmm.2015.06.046,TRUE
La0.7Sr0.3Mn0.85Cr0.15O3,290.0,,,,,,,,,,,,10.1016/j.jmmm.2015.06.046,TRUE
Nd2Fe14B,586.8,,,,,,,18.20-27.10,,,11.1-11.86,,10.1016/j.jmmm.2021.167935,TRUE
Gd0.9Y0.1MnO3,,42.0,-32,,,"{'a': '5.800(7)', 'b': '7.455(8)', 'c': '5.308(6)'}",,,,,,,10.1016/j.jmmm.2022.169133,TRUE
Gd0.7Y0.3MnO3,,42.0,-42,,,"{'a': '5.820(3)', 'b': '7.422(4)', 'c': '5.294(3)'}",,,,,,,10.1016/j.jmmm.2022.169133,TRUE
GdMnO3,,42.0,,,,,,,,,,,10.1016/j.jmmm.2022.169133,FALSE
Ni48Co2Mn39Sn11,,,343,,,,,,5.4 μB/f.u.,,,,10.1016/j.jmmm.2011.05.035,TRUE
Mn2GeTe4,,135.0,,-,,"{'a': '13.600(1)', 'b': '10.745(1)', 'c': '7.775(1)'}",,,,,,,10.1016/j.jmmm.2008.09.003,TRUE
Er2Fe17,302.0,,,,,,,,,,,,10.1016/j.jmmm.2018.11.079,FALSE
UPd2Al3,,14.0,,,,,,,,,,,10.1016/j.jmmm.2014.11.072,FALSE
U2Zn17,,9.7,,,,,,,,,,,10.1016/j.jmmm.2014.11.072,FALSE
UCu5,,15.0,,,,,,,,,,,10.1016/j.jmmm.2014.11.072,FALSE
URu2Si2,,17.5,,,,,,,,,,,10.1016/j.jmmm.2014.11.072,FALSE
UNi2Al3,,4.6,,,,,,,,,,,10.1016/j.jmmm.2014.11.072,FALSE
Tb5Pd2,,,75,,,{'a': '13.597'},,24.260,10.7 μB/Tb atom,,12.01.2000,,10.1016/j.jmmm.2018.07.029,TRUE
CoTiO3,,38.0,,,,,,,,,,,10.1016/S0304-8853(00)00847-7,TRUE
CoGe0.03Ti0.97O3,,38.0,,,,,,,,,,,10.1016/S0304-8853(00)00847-7,TRUE
CoGe0.3Ti0.7O3,,31.0,,,,,,,,,,,10.1016/S0304-8853(00)00847-7,TRUE
DyAs0.35V0.65O4,,1.6,,,,,,,,,,,10.1016/S0304-8853(00)00847-7,FALSE
Pr2Pt3Si5,,,2.4,235-,,"{'a': '9.9434', 'b': '11.5961', 'c': '6.0495'}",.72,,3.39 μB,,,,10.1016/j.jmmm.2012.03.016,TRUE
Ce2Ni3Ge5,,8.5,,,,,,,,,,,10.1016/j.jmmm.2012.03.016,FALSE
Pr2Ni3Ge5,,8.5,,,,,,,,,,,10.1016/j.jmmm.2012.03.016,FALSE
Pr2Pd3Ge5,,8.3,,,,,,,,,,,10.1016/j.jmmm.2012.03.016,FALSE
Cu2GaBO5,,4.1,,,,"{'a': '3.1121', 'b': '11.9238', 'c': '9.4708'}",21,0,0.17 μB/f.u.,1103,,1.4,10.1016/j.jmmm.2020.167262,TRUE
Cu2AlBO5,,2.4,,,,"{'a': '3.0624', 'b': '11.7855', 'c': '9.3747'}",21,0,0.18 μB/f.u.,0.95103,,1.5,10.1016/j.jmmm.2020.167262,TRUE
FeMg2BO5,,8.0,,,,,,,,,,,10.1016/j.jmmm.2020.167262,
Cu2FeBO5,,32.0,,,,,,,,,,,10.1016/j.jmmm.2020.167262,
Cu2MnBO5,,92.0,,,,,,,,,,,10.1016/j.jmmm.2020.167262,
Co2.88Cu0.12BO5,,43.0,,,,,,,,,,,10.1016/j.jmmm.2020.167262,
MnAs,360.0,,,,,,,,,,,,10.1016/j.jmmm.2005.02.013,TRUE
NiMn2O4,97.0,,60,,,{'a': '8.3922'},3,2545,4.7 μB (at 20 Oe),40.75,10.25,,10.1016/j.jmmm.2021.168291,TRUE
Ni2.00Mn1.16Ga0.84,369.0,,,-,10,"{'a': '5.93', 'b': '5.93', 'c': '5.6'}",,0.0230.054,4.17 μB per formula unit,70.32,,,10.1016/j.jmmm.2017.12.082,TRUE
NdCr0.5Fe0.5TiO5,,10.0,-82,,,"{'a': '7.5729', 'b': '8.6546', 'c': '5.7981'}",,,,,,,10.1016/j.jmmm.2019.01.080,TRUE
NdCrTiO5,,21.0,,,,,,,,,,,10.1016/j.jmmm.2019.01.080,FALSE
GdCrTiO5,,10.0,,,,,,,,,,,10.1016/j.jmmm.2019.01.080,FALSE
Nd2Fe14B,581.15,,,,,,,10.1,,44.4,13.6,,10.1016/j.jmmm.2019.165260,TRUE
La0.67Sr0.33MnO3,374.0,,,,,,,,"2.95 μB at 290 K, 3.8 μB at 0 K",,,,10.1016/j.jmmm.2004.04.094,TRUE
La0.5Sr0.5CoO3,250.0,,,,,,,,,,,,10.1016/j.jmmm.2004.04.094,FALSE
Cr5Te6,338.1,,,,,,63,450210,,,,,10.1016/j.jmmm.2021.168770,TRUE
Cr5Te8,222.0,,,,,,,,,,,,10.1016/j.jmmm.2021.168770,FALSE
Cr0.62Te,230.65,,,,,,,,,,,,10.1016/j.jmmm.2021.168770,FALSE
Cr4Te5,318.9,,,,,,,,,,,,10.1016/j.jmmm.2021.168770,FALSE
La1.2Sr1.8Mn2O7,126.0,,,,-,{'c': '20.20'},,,3.6 μB at 4.2K,,,,10.1016/j.jmmm.2006.10.914,TRUE
Fe3O4,858.0,,,,,{'a': '8.384'},3,2451300,,4105360300,,,10.1016/j.jmmm.2018.04.017,TRUE
Gd2RuO5,,10.0,,,,,,450,,,,,10.1016/S0304-8853(02)00005-7,TRUE
Eu2Ru2O7,,120.0,,,,,,,,,,,10.1016/S0304-8853(02)00005-7,TRUE
UFe5Sn,248.0,178.0,,5-,,,,,,6.5..0,,,10.1016/S0304-8853(02)01405-1,TRUE
FeBO3,,348.0,,,,,,,,,,,10.1016/j.jmmm.2011.01.020,TRUE
Fe81Nb7B12,363.15,,,,,,,20,,,,,10.1016/j.jmmm.2010.01.032,TRUE
Fe79Mo8Cu1B12,278.15,,,,,,,,,,,,10.1016/j.jmmm.2010.01.032,TRUE
Fe3C,475.0,,,,,"{'a': '5.089', 'b': '6.749', 'c': '4.526'}",,,,1342-1,,,10.1016/j.jmmm.2016.02.080,TRUE
Mn3Si2Se6,67.0,,-234,,,,2.15.89,,5.02 μB/Mn,1.66,,,10.1016/j.jmmm.2020.166936,TRUE
Mn3Si2Te6,78.0,,,,,,,,4.2 μB/Mn,1.66,,,10.1016/j.jmmm.2020.166936,TRUE
Ni48.5Mn22.7Ga22.8,276.0,,,,,,,,,,,,10.1016/j.jmmm.2020.166884,TRUE
GaMnAs,50.0,,,-,,,,,,47,,,10.1016/j.jmmm.2016.07.035,TRUE
La0.8Ag0.2MnO3,306.0,,308,,,"{'a': '5.178', 'c': '13.233'}",3,24682.229823.733412.3,4.22 μB,,2464.72980.963340.0046,,10.1016/j.jmmm.2019.02.043,TRUE
La5Mo4O16,193.0,,,,-3210-,,,,0.35 μB/formula unit,,,,10.1016/S0304-8853(02)01319-7,TRUE
BaFe12O19,698.15,,,,,"{'a': '0.588 nm', 'c': '2.318 nm'}",63,,20 μB,5580,,,10.1016/j.jmmm.2015.07.076,TRUE
BaAl1Fe11O19,655.15,,,,,"{'a': '0.586 nm', 'c': '2.312 nm'}",63,,,,,,10.1016/j.jmmm.2015.07.076,TRUE
BaAl6Fe6O19,571.15,,,,,"{'a': '0.573 nm', 'c': '2.294 nm'}",63,,,350,,,10.1016/j.jmmm.2015.07.076,TRUE
Fe3C,480.0,,,,,"{'a': '0.4518 nm', 'b': '0.5069 nm', 'c': '0.6736 nm'}",,,,,,,10.1016/j.jmmm.2019.165917,TRUE
Fe3O4,850.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165917,TRUE
Fe4NbTaO9,,88.0,,,,"{'a': '5.229(5)', 'b': '5.229(5)', 'c': '14.231(4)'}",3-1.165,,"5.6 μB (S1), 6.8 μB (S2)",,,,10.1016/j.jmmm.2020.167305,TRUE
Fe4Nb2O9,,90.0,,,,,3-1.165,,,,,,10.1016/j.jmmm.2020.167305,FALSE
Fe4Ta2O9,,85.0,,,,,3-1.165,,,,,,10.1016/j.jmmm.2020.167305,FALSE
Co4Nb2O9,,28.0,,,,,3-1.165,,,,,,10.1016/j.jmmm.2020.167305,FALSE
Co4Ta2O9,,20.0,,,,,3-1.165,,,,,,10.1016/j.jmmm.2020.167305,FALSE
Mn4Nb2O9,,109.0,,,,,3-1.165,,,,,,10.1016/j.jmmm.2020.167305,FALSE
Mn4Ta2O9,,103.0,,,,,3-1.165,,,,,,10.1016/j.jmmm.2020.167305,FALSE
NdMnO3,,42.0,,,,,,,,,,,10.1016/j.jmmm.2018.12.057,TRUE
Nd0.9Cd0.1MnO3,105.0,,,,,,,,,,,,10.1016/j.jmmm.2018.12.057,TRUE
LiNi0.5Mn1.5O4,129.0,,,,,{'a': '8.1685'},4132,,3.02 μB,88,,,10.1016/j.jmmm.2006.06.018,TRUE
Sm1.5Ca0.5CoMnO6,120.5,,91.86,,21,"{'a': '5.349', 'b': '5.434', 'c': '7.580'}",21,9.18,,21.98,8.69,,10.1016/j.jmmm.2018.08.060,TRUE
Sm1.5Ca0.5CoMnO6,94.3,,-66.74,,21,"{'a': '5.354', 'b': '5.361', 'c': '7.503'}",21,8.15,,,2.62,,10.1016/j.jmmm.2018.08.060,TRUE
NiCo2O4,,,232,,,{'a': '8.102'},-3,,,,,,10.1016/j.jmmm.2023.170366,TRUE
